-0.025139118,0.008379706,9.81503
0.5662287,0.415394,8.948329
0.5662287,0.415394,8.948329
0.5662287,0.415394,8.948329
0.5662287,0.415394,8.948329
0.5662287,0.415394,8.948329
0.5662287,0.415394,8.948329
0.50876784,0.557849,9.415198
0.5446809,0.6356605,9.850943
0.5446809,0.6356605,9.850943
0.7146692,0.60094464,10.335769
0.6835446,0.6512229,10.453085
0.5494693,0.5566519,10.572795
0.35553896,0.50757074,10.556035
0.2765303,0.49799395,10.377667
0.18914193,0.51595044,10.21127
0.19393034,0.48722005,9.951499
0.16639702,0.40940848,9.720459
0.16639702,0.40940848,9.720459
0.16160862,0.2705448,9.4535055
0.142455,0.18315643,9.291897
0.090979666,0.17836803,9.42238
0.10534488,0.16639702,9.51336
0.023942016,0.24061728,9.659407
-0.073023155,0.24540567,9.838972
-0.17836803,0.2753332,9.986216
-0.2621651,0.37229836,10.03769
-0.2621651,0.37229836,10.03769
-0.4249708,0.36511576,10.115502
-0.5398925,0.36032736,10.287885
-0.59615624,0.2645593,10.404003
-0.5327099,0.30286652,10.494983
-0.5327099,0.30286652,10.494983
-0.4249708,0.37469256,10.605117
-0.2873042,0.40821138,10.704475
-0.06823475,0.49799395,10.638636
0.16400282,0.51954174,10.390836
0.35314476,0.4225766,10.121488
0.39624038,0.33518824,9.876082
0.3184288,0.16160862,9.682152
0.22146365,0.022744916,9.53012
0.1604115,-0.06584055,9.460688
0.17597382,-0.077811554,9.459491
0.20709845,-0.11731588,9.372103
0.110133275,-0.2621651,9.398438
0.110133275,-0.2621651,9.398438
0.110133275,-0.2621651,9.398438
-0.045489833,-0.36032736,9.380483
-0.22266077,-0.4405331,9.451111
-0.31004912,-0.47524905,9.343372
-0.36870706,-0.47285482,9.240421
-0.33758244,-0.50278234,9.338584
-0.21428105,-0.50637364,9.372103
-0.08619126,-0.47046062,9.528923
-0.08619126,-0.47046062,9.528923
0.108936176,-0.38067806,9.621099
0.2741361,-0.2861071,9.8198185
0.4285621,-0.16759412,10.052056
0.62847793,-0.025139118,10.177752
0.62847793,-0.025139118,10.177752
0.62847793,-0.025139118,10.177752
0.6596026,-0.075417355,10.157401
0.6703765,-0.20231004,10.05445
0.62249243,-0.38187516,9.879673
0.51595044,-0.521936,9.834184
0.23861924,0.022370555,0.27377295
0.48602295,-0.5805939,9.746795
0.24181503,0.033023197,0.26631612
0.4381389,-0.5793968,9.545682
0.24394555,0.03195793,0.2609898
0.47046062,-0.5746084,9.471462
0.24074976,0.020240024,0.25566345
0.49320555,-0.5470751,9.3661175
0.23009712,0.002130529,0.24714136
0.5590461,-0.521936,9.299079
0.2130529,-0.020240024,0.24074976
0.50876784,-0.47644615,9.267955
0.18855181,-0.034088463,0.23222765
0.22146365,-0.34835634,9.378088
0.16085494,-0.037284255,0.221575
0.22146365,-0.34835634,9.378088
0.16085494,-0.037284255,0.221575
0.22146365,-0.34835634,9.378088
0.13102753,-0.033023197,0.21411815
0.06703765,-0.2837129,9.510966
0.10759171,-0.023435818,0.21092236
-0.08738836,-0.19512744,9.740809
0.0958738,-0.013848438,0.20879184
-0.2837129,-0.19393034,9.871294
0.096939065,-0.010652645,0.2130529
-0.2837129,-0.19393034,9.871294
0.096939065,-0.010652645,0.2130529
-0.415394,-0.19632454,9.937134
0.10546118,-0.00958738,0.221575
-0.5303157,-0.16639702,10.020931
0.12144015,-0.008522116,0.23861924
-0.50637364,-0.17717093,9.919178
0.14061491,-0.006391587,0.25672874
-0.50637364,-0.17717093,9.919178
0.14061491,-0.006391587,0.25672874
-0.40821138,-0.18195933,9.922769
0.1555286,-0.007456851,0.27483824
-0.29209262,-0.17956513,9.854534
0.16298546,-0.003195793,0.28975195
-0.11372458,-0.093373865,9.718064
0.16937704,0.003195793,0.30146983
0.035913024,-0.089782566,9.716867
0.17576863,-0.001065265,0.3057309
0.36990416,-0.11611878,9.870096
0.17789917,-0.008522116,0.30999196
0.36990416,-0.11611878,9.870096
0.17789917,-0.008522116,0.30999196
0.36990416,-0.11611878,9.870096
0.18429075,-0.006391587,0.3174488
0.61530983,-0.08738836,9.714474
0.18961707,-0.00958738,0.30466563
0.676362,-0.095768064,9.616311
0.19600865,-0.006391587,0.27377295
0.6823475,-0.1592144,9.482236
0.19387813,0.011717909,0.24074976
0.56982,-0.19512744,9.469068
0.17896444,0.023435818,0.20985709
0.31004912,-0.24540567,9.589975
0.16405073,0.036218993,0.19068234
0.12928689,-0.22625206,9.832987
0.15446335,0.043675844,0.18535602
0.046686932,-0.23942018,9.916783
0.1555286,0.041545313,0.18748654
-0.004788403,-0.2765303,10.086772
0.16724652,0.027696876,0.18855181
-0.10055647,-0.24061728,10.278308
0.18961707,0.025566347,0.18961707
-0.19393034,-0.20590134,9.923966
0.221575,0.043675844,0.19068234
-0.35793316,-0.23702596,9.811439
0.24714136,0.04474111,0.19068234
-0.35793316,-0.23702596,9.811439
0.24714136,0.04474111,0.19068234
-0.45968673,-0.38187516,9.489418
0.27164245,0.02876214,0.20240025
-0.34715924,-0.46447513,9.349358
0.27057716,0.026631612,0.21092236
-0.074220255,-0.5530606,9.105149
0.2545982,0.034088463,0.21837921
-0.074220255,-0.5530606,9.105149
0.2545982,0.034088463,0.21837921
0.12808979,-0.59376204,8.89446
0.22796659,0.04261058,0.22264028
0.25139117,-0.50757074,8.866926
0.18642128,0.02876214,0.22050974
0.2657564,-0.39863458,8.974665
0.13635385,0.003195793,0.20879184
0.2837129,-0.1364695,9.150639
0.084155895,-0.010652645,0.1949434
0.2777274,0.12330139,9.2787285
0.03195793,-0.004261058,0.18216023
0.25617957,0.29209262,9.561244
-0.008522116,0.007456851,0.16831179
0.18435353,0.36152446,9.803059
-0.03834952,0.020240024,0.15233281
0,0.35553896,9.868899
-0.05219796,0.033023197,0.13954964
-0.19871874,0.29209262,10.029311
-0.05539375,0.035153728,0.1257012
-0.41180268,0.14844051,10.14543
-0.04261058,0.023435818,0.11930962
-0.61411273,0.047884032,10.19451
-0.017044231,0.010652645,0.12250541
-0.79367787,-0.01436521,10.199299
0.011717909,0.005326322,0.13635385
-0.79367787,-0.01436521,10.199299
0.011717909,0.005326322,0.13635385
-0.93613285,-0.061052144,10.081984
0.039414786,0.006391587,0.165116
-0.9540894,-0.055066638,9.908403
0.068176925,0.010652645,0.20133498
-0.90500826,-0.05626374,9.653421
0.08948222,0.014913702,0.24181503
-0.89064306,-0.08499416,9.586384
0.10226539,0.011717909,0.28122982
-0.81522566,-0.11851298,9.512163
0.10652645,0,0.31957933
-0.6512229,-0.06584055,9.406818
0.098004326,0.003195793,0.35899413
-0.45729253,0.059855044,9.491813
0.084155895,0.011717909,0.3930826
-0.2693477,0.14844051,9.617508
0.05965481,0.011717909,0.4282363
-0.06464344,0.22984336,9.849746
0.051132694,0.018109497,0.4293016
0.06703765,0.33877954,9.938332
0.051132694,0.02876214,0.42290998
0.16160862,0.39504328,9.85214
0.058589544,0.035153728,0.4111921
0.23822308,0.39624038,9.642648
0.0628506,0.03089267,0.39521313
0.49200845,0.3878607,9.361329
0.04580637,0.005326322,0.36325517
0.58657944,0.37110126,9.204509
0.024501082,0.005326322,0.34514567
0.6452374,0.35314476,9.160215
-0.008522116,0.007456851,0.3206446
0.6452374,0.35314476,9.160215
-0.008522116,0.007456851,0.3206446
0.59615624,0.37229836,9.264363
-0.046871636,0.00958738,0.29614353
0.5530606,0.37708676,9.315839
-0.07989483,0.01917476,0.27483824
0.545878,0.33399114,9.487024
-0.10226539,0.022370555,0.2545982
0.47764325,0.33997664,9.734824
-0.12037488,0.022370555,0.23755397
0.2825158,0.2693477,9.89763
-0.12463594,0.025566347,0.2247708
-0.025139118,0.1340753,9.879673
-0.11824436,0.034088463,0.21837921
-0.32561144,0.047884032,9.885659
-0.10652645,0.034088463,0.2247708
-0.5470751,0.020350715,9.858126
-0.094808534,0.029827405,0.24501082
-0.6631939,-0.009576807,9.774328
-0.08735169,0.02130529,0.2727077
-0.7613561,-0.019153614,9.704897
-0.08628642,0.010652645,0.30786142
-0.7781156,0.011971008,9.600749
