-0.37349546,1.0426749,9.325416,1,0,0
-0.32321724,1.0307038,9.459491,1,0,0
-0.2753332,0.9780314,9.581595,1,0,0
-0.29927522,0.91697925,9.659407,1,0,0
-0.093373865,0.92057055,9.694122,1,0,0
0.14604631,0.9528923,9.25359,1,0,0
-0.557849,0.5243302,9.203311,1,0,0
-0.8463503,0.44771573,9.461885,1,0,0
-0.5590461,0.6871359,9.603143,1,0,0
-0.23942018,0.8798691,9.488221,1,0,0
-0.12689269,0.90261406,9.248801,1,0,0
-0.08020575,0.8750807,9.147048,1,0,0
0.32202014,1.0283096,9.009381,1,0,0
-0.2669535,0.59136784,9.333796,1,0,0
-0.62847793,0.44771573,10.257957,1,0,0
-0.427365,0.6512229,11.027693,1,0,0
0.34715924,1.0726024,11.042058,1,0,0
-0.02873042,0.7350199,10.866084,1,0,0
-0.5494693,0.415394,11.331757,1,0,0
-0.58777654,0.45729253,11.824963,1,0,0
-0.37229836,0.6799533,11.8261595,1,0,0
0.17357962,1.0498575,11.469423,1,0,0
0.1448492,0.92535895,10.815806,1,0,0
-0.7529764,0.33997664,10.903194,1,0,0
-1.0283096,0.2705448,11.494562,1,0,0
-0.78529817,0.60333884,11.954249,1,0,0
-0.46208093,0.8295909,11.96622,1,0,0
0.24899697,1.1815386,11.603498,1,0,0
-0.37828386,0.5554548,11.35091,1,0,0
-0.61171854,0.38067806,11.7543335,1,0,0
-0.7553706,0.2765303,12.393585,1,0,0
-0.5746084,0.39145198,13.030443,1,0,0
-0.4405331,0.3878607,13.441049,1,0,0
-0.4405331,0.3878607,13.441049,1,0,0
-0.32321724,0.36032736,14.207192,1,0,0
-0.4201824,0.23343466,14.572309,1,0,0
-0.47046062,0.21308395,14.91468,1,0,0
-0.62847793,0.1592144,15.131354,1,0,0
-0.8523358,0.09696517,15.429433,1,0,0
-0.79846627,0.2861071,15.569493,1,0,0
-0.6691794,0.45130703,15.351622,1,0,0
-0.50876784,0.46567222,14.919468,1,0,0
0.31603462,0.9516952,14.69561,1,0,0
0.11372458,0.6404489,14.495694,1,0,0
-0.5291186,0.16160862,14.761451,1,0,0
