-0.2717419,0.8595184,8.996213,0.014913702,0.013848438,-0.06924219,1,0,0,0
-0.16160862,0.8858546,9.11712,-0.020240024,-0.013848438,-0.0628506,1,0,0,0
-0.08619126,0.8678981,9.305065,-0.0479369,-0.040480047,-0.068176925,1,0,0,0
-0.031124622,0.8523358,9.408015,-0.068176925,-0.06498113,-0.07350325,1,0,0,0
-0.04309563,0.8571242,9.531317,-0.082025364,-0.084155895,-0.080960095,1,0,0,0
-0.055066638,0.8762778,9.622296,-0.08948222,-0.098004326,-0.08735169,1,0,0,0
-0.107739076,0.878672,9.672575,-0.094808534,-0.10865697,-0.08948222,1,0,0,0
-0.17118542,0.8798691,9.646238,-0.101200126,-0.11717909,-0.08735169,1,0,0,0
-0.19273324,0.8475474,9.640253,-0.10652645,-0.128897,-0.083090626,1,0,0,0
-0.19991584,0.82001406,9.640253,-0.111852765,-0.14061491,-0.07989483,1,0,0,0
-0.21308395,0.81522566,9.67856,-0.11717909,-0.1470065,-0.07563378,1,0,0,0
-0.22146365,0.80684596,9.768343,-0.11930962,-0.1470065,-0.06924219,1,0,0,0
-0.23463176,0.7781156,9.896433,-0.113983296,-0.14061491,-0.06391586,1,0,0,0
-0.22984336,0.7577648,9.937134,-0.10439592,-0.13209279,-0.05539375,1,0,0,0
-0.22026655,0.760159,9.958682,-0.08841695,-0.11930962,-0.046871636,1,0,0,0
-0.19991584,0.79128367,9.921572,-0.06924219,-0.101200126,-0.039414786,1,0,0,0
-0.1604115,0.78769237,9.919178,-0.05006743,-0.083090626,-0.03089267,1,0,0,0
-0.12569559,0.79487497,9.844957,-0.033023197,-0.06711166,-0.023435818,1,0,0,0
-0.16998832,0.78888947,9.773131,-0.017044231,-0.051132694,-0.017044231,1,0,0,0
-0.18076223,0.80086046,9.688137,-0.007456851,-0.040480047,-0.010652645,1,0,0,0
-0.15442601,0.81043726,9.533711,-0.003195793,-0.033023197,-0.004261058,1,0,0,0
-0.107739076,0.81163436,9.404425,-0.005326322,-0.033023197,0.001065265,1,0,0,0
-0.09935937,0.78410107,9.367314,-0.015978966,-0.036218993,0.004261058,1,0,0,0
-0.06344634,0.78410107,9.375694,-0.029827405,-0.04474111,0.006391587,1,0,0,0
-0.044292733,0.79487497,9.368511,-0.046871636,-0.051132694,0.008522116,1,0,0,0
-0.021547815,0.79008657,9.425972,-0.05965481,-0.054328486,0.008522116,1,0,0,0
-0.009576807,0.7685388,9.5492735,-0.07137272,-0.053263225,0.00958738,1,0,0,0
-0.038307227,0.7577648,9.588778,-0.07563378,-0.05006743,0.012783174,1,0,0,0
-0.05865794,0.7685388,9.647436,-0.07456851,-0.043675844,0.017044231,1,0,0,0
-0.02873042,0.78170687,9.689334,-0.07137272,-0.036218993,0.022370555,1,0,0,0
-0.039504327,0.79846627,9.640253,-0.06498113,-0.029827405,0.026631612,1,0,0,0
-0.055066638,0.78410107,9.622296,-0.058589544,-0.025566347,0.035153728,1,0,0,0
-0.034715924,0.7637503,9.619903,-0.054328486,-0.01917476,0.041545313,1,0,0,0
0.021547815,0.7661445,9.603143,-0.049002163,-0.011717909,0.04474111,1,0,0,0
0.07062895,0.760159,9.540894,-0.04261058,-0.008522116,0.04580637,1,0,0,0
0.07062895,0.7637503,9.515755,-0.03834952,-0.003195793,0.043675844,1,0,0,0
0.039504327,0.7625532,9.491813,-0.035153728,0.008522116,0.043675844,1,0,0,0
0.05626374,0.7793127,9.4774475,-0.03195793,0.024501082,0.046871636,1,0,0,0
0.075417355,0.7733272,9.470264,-0.029827405,0.041545313,0.051132694,1,0,0,0
